NCT00145353,Inclusion,s-creatinin below 120 mol/l and normal monofilament examination,<VL Label=s-creatinin Source=ngram>s-creatinin</VL> <VML Logic=lower Unit=mol/l>120</VML> and normal monofilament examination,"[['s-creatinin', '<', '120', 'mol/l']]"
NCT00145353,Exclusion,visus > 0.3 evaluated at the latest eye exam.,<VL Label=visus Source=ngram>visus</VL> <VML Logic=greater Unit=>0.3</VML> evaluated at the latest eye exam.,"[['visus', '>', '0.3', '']]"
NCT00145379,Inclusion,patients with type 1 diabetes mellitus treated with insulin 4 times daily.,<VL Label=patients with type 1 diabetes mellitus treated with insulin Source=ngram>patients with type 1 diabetes mellitus treated with insulin</VL> <VML Logic=equal Unit=times daily>4</VML>.,"[['patients with type 1 diabetes mellitus treated with insulin', '=', '4', 'times daily']]"
NCT00145379,Inclusion,age: 18-60 years,<VL Label=age Source=UMLS>age</VL>: <VML Logic=greater_equal Unit=years>18</VML> - <VML Logic=lower_equal Unit=years>60</VML>,"[['age', '>=', '18', 'years'], ['age', '<=', '60', 'years']]"
NCT00145379,Inclusion,c-peptide <300 pmol/l,<VL Label=c-peptide Source=ngram>c-peptide</VL> <VML Logic=lower Unit=pmol/l>300</VML>,"[['c-peptide', '<', '300', 'pmol/l']]"
NCT00145379,Inclusion,bmi >/= 25,<VL Label=body mass index procedure Source=UMLS>bmi</VL> <VML Logic=greater_equal Unit=>25</VML> ,"[['body mass index procedure', '>=', '25', '']]"
NCT00145379,Inclusion,hba1c >/=8%,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=greater_equal Unit=%>8</VML>,"[['hba1c', '>=', '8', '%']]"
NCT00145379,Exclusion,"known kidney disease, s-creatinin >100","<VL Label=known kidney disease Source=ngram>known kidney disease</VL>, s-creatinin <VML Logic=greater Unit=>100</VML> ","[['known kidney disease', '>', '100', '']]"
NCT00145379,Exclusion,"liver disease, alat > 50","<VL Label=liver disease Source=ngram>liver disease</VL>, alat <VML Logic=greater Unit=>50</VML> ","[['liver disease', '>', '50', '']]"
NCT00146484,Inclusion,"informed consent from adolescents greater than 16 years of age or if less than 16 years, informed consent from the parent/guardian with assent from the child.","informed consent from adolescents <VML Logic=greater Unit=years>16</VML> of <VL Label=age Source=UMLS>age</VL> or if <VML Logic=lower Unit=years>16</VML>, informed consent from the parent / guardian with assent from the child.","[['age', '>', '16', 'years'], ['age', '<', '16', 'years']]"
NCT00147342,Inclusion,clinical diagnosis of type 1 diabetes for at least 18 months (the diagnosis of type 1 diabetes is based on the investigator's judgment,<VL Label=clinical diagnosis of type 1 diabetes Source=ngram>clinical diagnosis of type 1 diabetes</VL> for <VML Logic=greater_equal Unit=months>18</VML> ( the diagnosis of type 1 diabetes is based on the investigator's judgment,"[['clinical diagnosis of type 1 diabetes', '>=', '18', 'months']]"
NCT00147342,Inclusion,hba1c <10.0% (the dca2000 will be used to assess eligibility.),<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=lower Unit=%>10.0</VML> ( the dca2000 will be used to assess eligibility. ) ,"[['hba1c', '<', '10.0', '%']]"
NCT00147342,Inclusion,age 8.0 to <18.0 years,<VL Label=age Source=UMLS>age</VL> <VML Logic=equal Unit=years>8.0</VML> - <VML Logic=lower Unit=years>18.0</VML>,"[['age', '=', '8.0', 'years'], ['age', '<', '18.0', 'years']]"
NCT00147342,Inclusion,weight >39.5 kg at reinfusion centers and >46.0 kg at discard centers,<VL Label=weight Source=ngram>weight</VL> <VML Logic=greater Unit=kg>39.5</VML> at reinfusion centers and <VML Logic=greater Unit=kg>46.0</VML> at discard centers,"[['weight', '>', '39.5', 'kg'], ['weight', '>', '46.0', 'kg']]"
NCT00147342,Inclusion,"stable insulin regimen for at least 1 month and not anticipating a change prior to the subject's completion of the study (stable is defined as no change in the overall insulin program, i.e., no change from sc injections to pump.)","<VL Label=stable insulin regimen Source=ngram>stable insulin regimen</VL> for <VML Logic=greater_equal Unit=month>1</VML> and not anticipating a change prior to the subject's completion of the study ( stable is defined as no change in the overall insulin program, i.e., no change from sc injections to pump. ) ","[['stable insulin regimen', '>=', '1', 'month']]"
NCT00147342,Exclusion,"use of pseudoephedrine 48 hours prior to visit (if used in the 48 hours prior to the scheduled visit, the visit will be deferred)","<VL Label=use of pseudoephedrine Source=ngram>use of pseudoephedrine</VL> <VML Logic=equal Unit=hours>48</VML> prior to visit ( if used <VML Logic=lower_equal Unit=hours>48</VML> prior to the scheduled visit, the visit will be deferred ) ","[['use of pseudoephedrine', '=', '48', 'hours'], ['use of pseudoephedrine', '<=', '48', 'hours']]"
NCT00147342,Exclusion,"severe hypoglycemia resulting in seizure or loss of consciousness in the 2 weeks prior to a visit (if a severe episode occurs within 2 weeks prior to the scheduled visit, the visit will be deferred)","<VL Label=severe hypoglycemia resulting in seizure or loss of consciousness Source=ngram>severe hypoglycemia resulting in seizure or loss of consciousness</VL> <VML Logic=lower_equal Unit=weeks>2</VML> prior to a visit ( if a severe episode occurs <VML Logic=lower Unit=weeks>2</VML> prior to the scheduled visit, the visit will be deferred ) ","[['severe hypoglycemia resulting in seizure or loss of consciousness', '<=', '2', 'weeks'], ['severe hypoglycemia resulting in seizure or loss of consciousness', '<', '2', 'weeks']]"
NCT00148538,Inclusion,type 1 diabetes mellitus as defined by the 2003 cda guidelines (16) requiring insulin therapy starting within one year of diagnosis and continuously thereafter,<VL Label=type 1 diabetes mellitus as defined Source=ngram>type 1 diabetes mellitus as defined</VL> by <VML Logic=equal Unit=>2003</VML> cda guidelines ( 16 ) requiring insulin therapy starting within one year of diagnosis and continuously thereafter,"[['type 1 diabetes mellitus as defined', '=', '2003', '']]"
NCT00148538,Inclusion,"male or female, age 16-45 years, a1c 0.066-0.090","male or female, <VL Label=age Source=UMLS>age</VL> <VML Logic=greater_equal Unit=years>16</VML> - <VML Logic=lower_equal Unit=years>45</VML>, a1c <VML Logic=greater_equal Unit=>0.066</VML> - <VML Logic=lower_equal Unit=>0.090</VML> ","[['age', '>=', '16', 'years'], ['age', '<=', '45', 'years'], ['age', '>=', '0.066', ''], ['age', '<=', '0.090', '']]"
NCT00148538,Inclusion,"willingness and ability to work closely with the study physicians, nurse and dietitian and follow intensive diabetes therapy including carbohydrate counting, glucose monitoring >= 4 times per day and intensive insulin therapy--either by multiple daily injections (mdi--insulin aspart or lispro before meals and nph or insulin glargine 1-2x/day) or continuous subcutaneous insulin infusion (csii) by pump therapy using insulin aspart or lispro for the duration of involvement in the study","willingness and ability to work closely with the study physicians, <VL Label=nurse and dietitian and follow intensive diabetes therapy including carbohydrate counting Source=ngram>nurse and dietitian and follow intensive diabetes therapy including carbohydrate counting</VL>, glucose monitoring <VML Logic=greater_equal Unit=times/day>4</VML> and intensive insulin therapy - either by multiple daily injections ( mdi - insulin aspart or lispro before meals and nph or insulin glargine <VML Logic=greater_equal Unit=>1</VML> - <VML Logic=lower_equal Unit=>2</VML> x / day ) or continuous subcutaneous insulin infusion ( csii ) by pump therapy using insulin aspart or lispro for the duration of involvement in the study","[['nurse and dietitian and follow intensive diabetes therapy including carbohydrate counting', '>=', '4', 'times/day'], ['nurse and dietitian and follow intensive diabetes therapy including carbohydrate counting', '>=', '1', ''], ['nurse and dietitian and follow intensive diabetes therapy including carbohydrate counting', '<=', '2', '']]"
NCT00148538,Exclusion,participation during the previous 4 months in a regular program of exercise or aerobic sports greater than 2 times per week for at least 20 minutes per session or in any resistance training.,<VL Label=participation Source=ngram>participation</VL> <VML Logic=lower_equal Unit=previous months>4</VML> in a regular program of exercise or aerobic sports <VML Logic=greater Unit=times/week>2</VML> for <VML Logic=greater_equal Unit=minutes>20</VML> per session or in any resistance training.,"[['participation', '<=', '4', 'previous months'], ['participation', '>', '2', 'times/week'], ['participation', '>=', '20', 'minutes']]"
NCT00148538,Exclusion,hypoglycemia unawareness or severe hypoglycemia requiring assistance from another person within the previous 3 months.,<VL Label=hypoglycemia unawareness or severe hypoglycemia requiring assistance from another person Source=ngram>hypoglycemia unawareness or severe hypoglycemia requiring assistance from another person</VL> <VML Logic=lower Unit=previous months>3</VML>.,"[['hypoglycemia unawareness or severe hypoglycemia requiring assistance from another person', '<', '3', 'previous months']]"
NCT00148538,Exclusion,body mass index less than or equal to 32 kg/m2.,<VL Label=body mass index (bmi) Source=UMLS>body mass index</VL> <VML Logic=lower_equal Unit=kg/m2>32</VML>.,"[['body mass index (bmi)', '<=', '32', 'kg/m2']]"
NCT00148538,Exclusion,fasting serum c-peptide less than 0.2 nmol/l.,<VL Label=fasting serum c-peptide Source=ngram>fasting serum c-peptide</VL> <VML Logic=lower Unit=nmol/l>0.2</VML>.,"[['fasting serum c-peptide', '<', '0.2', 'nmol/l']]"
NCT00148538,Exclusion,recent significant weight change (increase or decrease of 5% of body weight during the two months before enrollment).,recent significant <VL Label=weight change Source=UMLS>weight change</VL> ( increase or decrease of <VML Logic=equal Unit=%>5</VML> of <VL Label=body weight Source=UMLS>body weight</VL> during the two months before enrollment ) .,"[['body weight', '=', '5', '%']]"
NCT00148538,Exclusion,an expected requirement within the subsequent 6 months for medications (other than insulin) that will affect glucose metabolism (e.g,an <VL Label=expected requirement within the subsequent Source=ngram>expected requirement within the subsequent</VL> <VML Logic=equal Unit=months>6</VML> for medications ( other than insulin ) that will affect glucose metabolism ( e.g,"[['expected requirement within the subsequent', '=', '6', 'months']]"
NCT00148538,Exclusion,"if age < 18 yr, linear growth of 1cm during the previous year.","if <VL Label=age Source=UMLS>age</VL> <VML Logic=lower Unit=yr>18</VML>, linear growth of <VML Logic=equal Unit=cm>1</VML> during the previous year.","[['age', '<', '18', 'yr'], ['age', '=', '1', 'cm']]"
NCT00148538,Exclusion,significant renal disease: serum creatinine greater than 200 meq/l,significant renal disease: <VL Label=serum creatinine level Source=UMLS>serum creatinine</VL> <VML Logic=greater Unit=>200</VML> meq / l,"[['serum creatinine level', '>', '200', '']]"
NCT00148538,Exclusion,or proteinuria > 1 g/24 hours.,or <VL Label=proteinuria Source=ngram>proteinuria</VL> <VML Logic=greater Unit=g>1</VML> / <VML Logic=equal Unit=hours>24</VML>.,"[['proteinuria', '>', '1', 'g'], ['proteinuria', '=', '24', 'hours']]"
NCT00148538,Exclusion,uncontrolled hypertension: bp > 150 mm hg systolic or > 95 mm hg diastolic in a sitting position.,uncontrolled hypertension: bp <VML Logic=greater Unit=mm hg>150</VML> systolic or <VML Logic=greater Unit=mm hg>95</VML> <VL Label=diastole Source=UMLS>diastolic</VL> in a sitting position.,"[['diastole', '>', '150', 'mm hg'], ['diastole', '>', '95', 'mm hg']]"
NCT00160732,Inclusion,patients must have been diabetic for at least five years and be aged 18 - 58 years.,<VL Label=patients must have been diabetic for greater_equal five years and be aged Source=ngram>patients must have been diabetic for greater_equal five years and be aged</VL> <VML Logic=greater_equal Unit=years>18</VML> - <VML Logic=lower_equal Unit=years>58</VML>.,"[['patients must have been diabetic for greater_equal five years and be aged', '>=', '18', 'years'], ['patients must have been diabetic for greater_equal five years and be aged', '<=', '58', 'years']]"
NCT00160732,Inclusion,"hypoglycemic unawareness, with at least one episode in the past two years in which hypoglycemia required the assistance of another person (e.g., family member, emergency medical technician [emt], etc.) and was associated with a fingerstick blood glucose (fsbg) of < 50 mg/dl and prompt recovery after administration of oral glucose, intravenous glucose or glucagon;","hypoglycemic unawareness, with <VL Label=greater_equal one episode in the past two years in which hypoglycemia required the assistance of another person Source=ngram>greater_equal one episode in the past two years in which hypoglycemia required the assistance of another person</VL> ( e.g., family member, emergency medical technician [ emt ] , etc. ) and was associated with a fingerstick blood glucose ( fsbg ) of <VML Logic=lower Unit=mg/dl>50</VML> and prompt recovery after administration of oral glucose, intravenous glucose or glucagon;","[['greater_equal one episode in the past two years in which hypoglycemia required the assistance of another person', '<', '50', 'mg/dl']]"
NCT00160732,Exclusion,panel of reactive antibody (pra) > 10%,<VL Label=panel of reactive antibody Source=ngram>panel of reactive antibody</VL> ( pra )  <VML Logic=greater Unit=%>10</VML>,"[['panel of reactive antibody', '>', '10', '%']]"
NCT00160732,Exclusion,creatinine clearance < 80 ml/min,creatinine <VL Label=clearance Source=UMLS>clearance</VL> <VML Logic=lower Unit=ml/min>80</VML>,"[['clearance', '<', '80', 'ml/min']]"
NCT00160732,Exclusion,abnormal liver function tests (> 2 times the upper limit of normal as defined by the university of chicago clinical laboratory),<VL Label=abnormal liver function tests Source=ngram>abnormal liver function tests</VL> ( <VML Logic=greater Unit=times the upper limit of normal>2</VML> as defined by the university of chicago clinical laboratory ) ,"[['abnormal liver function tests', '>', '2', 'times the upper limit of normal']]"
NCT00160732,Exclusion,"""the evaluation of renal transplant candidates: clinical practice guidelines,"" american journal of transplantation 1 (supplement 2): 12-22, 2001.","""the <VL Label=evaluation of renal transplant candidates Source=ngram>evaluation of renal transplant candidates</VL>: clinical practice guidelines,"" american journal of transplantation <VML Logic=equal Unit=>1</VML>  ( supplement <VML Logic=equal Unit=>2</VML> ) : <VML Logic=greater_equal Unit=>12</VML> - <VML Logic=lower_equal Unit=>22</VML> , <VML Logic=equal Unit=>2001</VML> .","[['evaluation of renal transplant candidates', '=', '1', ''], ['evaluation of renal transplant candidates', '=', '2', ''], ['evaluation of renal transplant candidates', '>=', '12', ''], ['evaluation of renal transplant candidates', '<=', '22', ''], ['evaluation of renal transplant candidates', '=', '2001', '']]"
NCT00160732,Exclusion,obesity (body mass index [bmi] > 28),obesity ( body mass index [ <VL Label=body mass index procedure Source=UMLS>bmi</VL> ]  <VML Logic=greater Unit=>28</VML> ) ,"[['body mass index procedure', '>', '28', '']]"
NCT00160732,Exclusion,ejection fraction < 30%,<VL Label=ejection fraction Source=ngram>ejection fraction</VL> <VML Logic=lower Unit=%>30</VML>,"[['ejection fraction', '<', '30', '%']]"
NCT00160732,Exclusion,myocardial infarction (mi) within the past 6 months,<VL Label=myocardial infarction Source=ngram>myocardial infarction</VL> ( mi ) <VML Logic=lower Unit=past months>6</VML>,"[['myocardial infarction', '<', '6', 'past months']]"
NCT00175253,Inclusion,participant must have had type 1 diabetes mellitus for more than 5 years,<VL Label=participant must have had type 1 diabetes mellitus Source=ngram>participant must have had type 1 diabetes mellitus</VL> for <VML Logic=greater Unit=years>5</VML>,"[['participant must have had type 1 diabetes mellitus', '>', '5', 'years']]"
NCT00175253,Inclusion,"diabetes must be complicated by at least 1 of the following situations that persist despite intensive insulin management efforts: (1) reduced awareness of hypoglycemia, as defined by the absence of adequate autonomic symptoms at plasma glucose levels < 3.0 mmol/l, indicated by, 2 or more episodes of severe hypoglycemia requiring third party assistance within 12 months","diabetes must be complicated by <VML Logic=greater_equal Unit=>1</VML> of the following situations that persist despite intensive insulin management efforts: ( 1 ) reduced awareness of hypoglycemia, as defined by the absence of adequate autonomic symptoms at plasma <VL Label=glucose level - finding Source=UMLS>glucose levels</VL> <VML Logic=lower Unit=mmol/l>3.0</VML>, indicated by, <VML Logic=greater_equal Unit=episodes>2</VML> of severe hypoglycemia requiring third party assistance <VML Logic=lower Unit=months>12</VML>","[['glucose level - finding', '>=', '1', ''], ['glucose level - finding', '<', '3.0', 'mmol/l'], ['glucose level - finding', '>=', '2', 'episodes'], ['glucose level - finding', '<', '12', 'months']]"
NCT00175253,Inclusion,"or (2) metabolic instability, characterized by erratic blood glucose levels that interfere with daily activities and or 2 or more hospital visits for diabetic ketoacidosis over the last 12 months.","or ( 2 ) metabolic instability, characterized by erratic <VL Label=finding of blood glucose level Source=UMLS>blood glucose levels</VL> that interfere with daily activities and or <VML Logic=greater_equal Unit=>2</VML> hospital visits for diabetic ketoacidosis <VML Logic=greater Unit=last months>12</VML>.","[['finding of blood glucose level', '>=', '2', ''], ['finding of blood glucose level', '>', '12', 'last months']]"
NCT00175253,Exclusion,bmi > 28 kg/m2 at screening visit,<VL Label=body mass index procedure Source=UMLS>bmi</VL> <VML Logic=greater Unit=kg/m2>28</VML> at screening visit,"[['body mass index procedure', '>', '28', 'kg/m2']]"
NCT00175253,Exclusion,creatinine clearance < 65 ml/min/1.73 m2,creatinine <VL Label=clearance Source=UMLS>clearance</VL> <VML Logic=lower Unit=ml/min/1.73 m2>65</VML>,"[['clearance', '<', '65', 'ml/min/1.73 m2']]"
NCT00175253,Exclusion,blood creatinine > 150 mol/l (1.7 mg/dl),<VL Label=blood creatinine Source=ngram>blood creatinine</VL> <VML Logic=greater Unit=mol/l>150</VML> ,"[['blood creatinine', '>', '150', 'mol/l']]"
NCT00175253,Exclusion,macroalbuminuria (urinary albumin excretion rate > 300 mg/24h),macroalbuminuria ( urinary <VL Label=albumin excretion rate measurement Source=UMLS>albumin excretion rate</VL> <VML Logic=greater Unit=mg>300</VML> / <VML Logic=equal Unit=h>24</VML> ) ,"[['albumin excretion rate measurement', '>', '300', 'mg'], ['albumin excretion rate measurement', '=', '24', 'h']]"
NCT00175253,Exclusion,baseline hb < 105g/l (<10.5 g/dl) in women or < 130 g/l (<13 g/dl) in men,<VL Label=baseline hb Source=ngram>baseline hb</VL> <VML Logic=lower Unit=g/l>105</VML> ( <VML Logic=lower Unit=g/dl>10.5</VML> ) in women or <VML Logic=lower Unit=g/l>130</VML> ( <VML Logic=lower Unit=g/dl>13</VML> ) in men,"[['baseline hb', '<', '105', 'g/l'], ['baseline hb', '<', '10.5', 'g/dl'], ['baseline hb', '<', '130', 'g/l'], ['baseline hb', '<', '13', 'g/dl']]"
NCT00175253,Exclusion,insulin requirement >1.0 u/kg/day,<VL Label=insulin requirement Source=ngram>insulin requirement</VL> <VML Logic=greater Unit=u/kg>1.0</VML> / day,"[['insulin requirement', '>', '1.0', 'u/kg']]"
NCT00175253,Exclusion,hba1c >12%,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=greater Unit=%>12</VML>,"[['hba1c', '>', '12', '%']]"
NCT00175253,Exclusion,use of coumadin or other anticoagulant therapy (except aspirin) or subject with pt inr > 1.5,<VL Label=use of coumadin or other anticoagulant therapy Source=ngram>use of coumadin or other anticoagulant therapy</VL> ( except aspirin ) or subject with pt <VML Logic=greater Unit=inr>1.5</VML> ,"[['use of coumadin or other anticoagulant therapy', '>', '1.5', 'inr']]"
NCT00175266,Inclusion,must have type 1 diabetes mellitus for more than 5 years,must have <VL Label=type 1 diabetes mellitus Source=ngram>type 1 diabetes mellitus</VL> for <VML Logic=greater Unit=years>5</VML>,"[['type 1 diabetes mellitus', '>', '5', 'years']]"
NCT00175266,Inclusion,"the complicating situations are (1) reduced awareness of hypoglycemia, as defined by the absence of adequate autonomic symptoms at plasma glucose levels of < 3.0 mmol/l","the complicating situations are ( 1 ) reduced awareness of hypoglycemia, as defined by the absence of adequate autonomic symptoms at plasma <VL Label=glucose level - finding Source=UMLS>glucose levels</VL> of <VML Logic=lower Unit=mmol/l>3.0</VML>","[['glucose level - finding', '<', '3.0', 'mmol/l']]"
NCT00175266,Exclusion,bmi > 28 kg/m2 or body weight > 85 kg at screening visit,<VL Label=body mass index procedure Source=UMLS>bmi</VL> <VML Logic=greater Unit=kg/m2>28</VML> or <VL Label=body weight Source=UMLS>body weight</VL> <VML Logic=greater Unit=kg>85</VML> at screening visit,"[['body mass index procedure', '>', '28', 'kg/m2'], ['body weight', '>', '85', 'kg']]"
NCT00175266,Exclusion,positive fasting c-peptide response on assessment (2 positive results),<VL Label=positive fasting c-peptide response on assessment Source=ngram>positive fasting c-peptide response on assessment</VL> ( <VML Logic=equal Unit=>2</VML> positive results ) ,"[['positive fasting c-peptide response on assessment', '=', '2', '']]"
NCT00175266,Exclusion,creatinine clearance < 80 ml/min/1.73 m2,creatinine <VL Label=clearance Source=UMLS>clearance</VL> <VML Logic=lower Unit=ml/min/1.73 m2>80</VML>,"[['clearance', '<', '80', 'ml/min/1.73 m2']]"
NCT00175266,Exclusion,serum creatinine > 150 mol/l,<VL Label=serum creatinine level Source=UMLS>serum creatinine</VL> <VML Logic=greater Unit=mol/l>150</VML>,"[['serum creatinine level', '>', '150', 'mol/l']]"
NCT00175266,Exclusion,macroalbuminuria (urinary albumin excretion rate > 300 mg/24h),macroalbuminuria ( urinary <VL Label=albumin excretion rate measurement Source=UMLS>albumin excretion rate</VL> <VML Logic=greater Unit=mg>300</VML> / <VML Logic=equal Unit=h>24</VML> ) ,"[['albumin excretion rate measurement', '>', '300', 'mg'], ['albumin excretion rate measurement', '=', '24', 'h']]"
NCT00175266,Exclusion,baseline hb < 105g/l in women or < 130 g/l in men,<VL Label=baseline hb Source=ngram>baseline hb</VL> <VML Logic=lower Unit=g/l>105</VML> in women or <VML Logic=lower Unit=g/l>130</VML> in men,"[['baseline hb', '<', '105', 'g/l'], ['baseline hb', '<', '130', 'g/l']]"
NCT00175266,Exclusion,insulin requirement > 1.0 iu/kg/day,<VL Label=insulin requirement Source=ngram>insulin requirement</VL> <VML Logic=greater Unit=iu/kg>1.0</VML> / day,"[['insulin requirement', '>', '1.0', 'iu/kg']]"
NCT00175266,Exclusion,hba1c > 0.12,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=greater Unit=>0.12</VML> ,"[['hba1c', '>', '0.12', '']]"
NCT00175266,Exclusion,"hyperlipidemia (fasting ldl cholesterol > 3.4 mmol/l, treated or untreated","hyperlipidemia ( <VL Label=fasting ldl cholesterol Source=ngram>fasting ldl cholesterol</VL> <VML Logic=greater Unit=mmol/l>3.4</VML>, treated or untreated","[['fasting ldl cholesterol', '>', '3.4', 'mmol/l']]"
NCT00175266,Exclusion,and/or fasting triglycerides > 2.3 mmol/l),and / or <VL Label=fasting triglycerides Source=ngram>fasting triglycerides</VL> <VML Logic=greater Unit=mmol/l>2.3</VML> ) ,"[['fasting triglycerides', '>', '2.3', 'mmol/l']]"
NCT00175266,Exclusion,use of coumadin or other anticoagulant therapy (except aspirin) or subject with pt inr > 1.5,<VL Label=use of coumadin or other anticoagulant therapy Source=ngram>use of coumadin or other anticoagulant therapy</VL> ( except aspirin ) or subject with pt <VML Logic=greater Unit=inr>1.5</VML> ,"[['use of coumadin or other anticoagulant therapy', '>', '1.5', 'inr']]"
NCT00179777,Exclusion,the gestational age of the newborn infant is less than 35 weeks.,the gestational <VL Label=age Source=UMLS>age</VL> of the newborn infant is <VML Logic=lower Unit=weeks>35</VML>.,"[['age', '<', '35', 'weeks']]"
NCT00179777,Exclusion,the infant is older than 7 days at randomization.,the <VL Label=infant Source=ngram>infant</VL> is <VML Logic=greater Unit=days>7</VML> at randomization.,"[['infant', '>', '7', 'days']]"
NCT00179777,Exclusion,no hla sample drawn before the age of 8 days.,no hla sample drawn before the <VL Label=age Source=UMLS>age</VL> of <VML Logic=equal Unit=days>8</VML>.,"[['age', '=', '8', 'days']]"
NCT00184639,Inclusion,injection of insulin semilentemc at bedtime for at least 6 weeks,<VL Label=injection of insulin semilentemc at bedtime Source=ngram>injection of insulin semilentemc at bedtime</VL> for <VML Logic=greater_equal Unit=weeks>6</VML>,"[['injection of insulin semilentemc at bedtime', '>=', '6', 'weeks']]"
NCT00184639,Inclusion,bmi maximum 32 kg/m^2,<VL Label=body mass index procedure Source=UMLS>bmi</VL> <VML Logic=lower_equal Unit=kg/m^2>32</VML>,"[['body mass index procedure', '<=', '32', 'kg/m^2']]"
NCT00184639,Inclusion,hba1c > 5.5 % and < 12.0 %,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=greater Unit=%>5.5</VML> and <VML Logic=lower Unit=%>12.0</VML>,"[['hba1c', '>', '5.5', '%'], ['hba1c', '<', '12.0', '%']]"
NCT00184665,Inclusion,bmi = 35.0 kg/m2,<VL Label=body mass index procedure Source=UMLS>bmi</VL> <VML Logic=equal Unit=kg/m2>35.0</VML>,"[['body mass index procedure', '=', '35.0', 'kg/m2']]"
NCT00184665,Inclusion,hba1c =11.0%,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=equal Unit=%>11.0</VML>,"[['hba1c', '=', '11.0', '%']]"
NCT00187564,Inclusion,"subjects must be pubertal (defined as tanner stage ii or greater) or post-pubertal, with an upper age limit of 21 years.","subjects must be pubertal ( defined as tanner stage ii or greater ) or post-pubertal, with an upper <VL Label=age Source=UMLS>age</VL> limit of <VML Logic=equal Unit=years>21</VML>.","[['age', '=', '21', 'years']]"
NCT00187564,Inclusion,subjects must have diabetes by 1997 ada criteria:,<VL Label=subjects must have diabetes Source=ngram>subjects must have diabetes</VL> by <VML Logic=equal Unit=>1997</VML> ada criteria:,"[['subjects must have diabetes', '=', '1997', '']]"
NCT00187564,Inclusion,"fasting plasma glucose >= 126 mg/dl, or","fasting <VL Label=plasma glucose result Source=UMLS>plasma glucose</VL> <VML Logic=greater_equal Unit=mg/dl>126</VML>, or","[['plasma glucose result', '>=', '126', 'mg/dl']]"
NCT00187564,Inclusion,"subjects must have history of least one auto-antibody associated with t1d, either glutamic acid decarboxylase (gada) or islet cell autoantigen 512 (ica512) or history of diabetic ketoacidosis.","<VL Label=subjects must have history of least one auto-antibody associated with t1d Source=ngram>subjects must have history of least one auto-antibody associated with t1d</VL>, either glutamic acid decarboxylase ( gada ) or islet cell autoantigen <VML Logic=equal Unit=>512</VML>  ( ica512 ) or history of diabetic ketoacidosis.","[['subjects must have history of least one auto-antibody associated with t1d', '=', '512', '']]"
NCT00187564,Exclusion,"subjects must not have history of eye, kidney or nerve damage 2","<VL Label=subjects must not have history of eye Source=ngram>subjects must not have history of eye</VL>, kidney or nerve damage <VML Logic=equal Unit=>2</VML> ","[['subjects must not have history of eye', '=', '2', '']]"
NCT00190502,Inclusion,body mass index up to 32 kg/m2,<VL Label=body mass index (bmi) Source=UMLS>body mass index</VL> <VML Logic=lower_equal Unit=kg/m2>32</VML>,"[['body mass index (bmi)', '<=', '32', 'kg/m2']]"
NCT00190502,Inclusion,known diagnosis of diabetes of less than 6 weeks,<VL Label=known diagnosis of diabetes Source=ngram>known diagnosis of diabetes</VL> of <VML Logic=lower Unit=weeks>6</VML>,"[['known diagnosis of diabetes', '<', '6', 'weeks']]"
NCT00190502,Inclusion,insulin dose of up to 40 iu per day for no longer than 1 month,<VL Label=insulin dose Source=ngram>insulin dose</VL> of <VML Logic=lower_equal Unit=iu/day>40</VML> for no longer than <VML Logic=equal Unit=month>1</VML>,"[['insulin dose', '<=', '40', 'iu/day'], ['insulin dose', '=', '1', 'month']]"
NCT00190502,Inclusion,c-peptide level >= 0.3 pmol/ml 4 min,<VL Label=c-peptide level Source=ngram>c-peptide level</VL> <VML Logic=greater_equal Unit=pmol/ml>0.3</VML> <VML Logic=equal Unit=min>4</VML>,"[['c-peptide level', '>=', '0.3', 'pmol/ml'], ['c-peptide level', '=', '4', 'min']]"
NCT00190502,Inclusion,following intravenous (iv) administration of 1 ml glucagon,<VL Label=following intravenous Source=ngram>following intravenous</VL> ( iv ) administration of <VML Logic=equal Unit=ml>1</VML> glucagon,"[['following intravenous', '=', '1', 'ml']]"
NCT00190502,Inclusion,granulocyte count >= 2 x 10^9/l,<VL Label=granulocyte count Source=ngram>granulocyte count</VL> <VML Logic=greater_equal Unit=>2 x 10</VML> ^9/l,"[['granulocyte count', '>=', '2 x 10', '']]"
NCT00190502,Inclusion,platelet count >= 120 x 10^9/l,<VL Label=platelet count measurement Source=UMLS>platelet count</VL> <VML Logic=greater_equal Unit=>120 x 10</VML> ^9/l,"[['platelet count measurement', '>=', '120 x 10', '']]"
